RegNo,HerdCode,FertDate,SpermNo
3.64099E+14,,1373/08/14,8.4E+14
3.64099E+14,,1375/11/17,3.64099E+14
3.64099E+14,,1374/06/16,3.64099E+14
3.64099E+14,,1376/04/06,3.64099E+14
3.64099E+14,,1374/07/03,8.4E+14
3.64099E+14,,1374/08/15,3.64099E+14
3.64099E+14,,1374/06/31,8.4E+14
3.64099E+14,,1377/06/30,3.64099E+14
3.64099E+14,,1379/05/18,3.64099E+14
3.64099E+14,,1380/08/03,3.64099E+14
3.64099E+14,,1374/06/31,8.4E+14
3.64099E+14,,1377/03/29,3.64099E+14
3.64099E+14,,1374/07/03,8.4E+14
3.64099E+14,,1375/10/14,3.64099E+14
3.64099E+14,,1374/08/18,3.64099E+14
3.64099E+14,,1376/10/01,3.64099E+14
3.64099E+14,,1376/11/15,3.64099E+14
3.64099E+14,,1376/06/08,3.64099E+14
3.64099E+14,,1374/10/15,3.64099E+14
3.64099E+14,,1375/02/13,3.64099E+14
3.64099E+14,,1376/09/29,3.64099E+14
3.64099E+14,,1375/07/10,3.64099E+14
3.64099E+14,,1375/04/18,3.64099E+14
3.64099E+14,,1377/04/16,3.64099E+14
3.64099E+14,,1375/04/21,3.64099E+14
3.64099E+14,,1379/02/26,3.64099E+14
3.64099E+14,,1375/02/23,3.64099E+14
3.64099E+14,,1378/05/15,3.64099E+14
3.64099E+14,,1379/06/06,3.64099E+14
3.64099E+14,,1380/05/14,3.64099E+14
3.64099E+14,,1377/11/22,3.64099E+14
3.64099E+14,,1378/10/13,3.64099E+14
3.64099E+14,,1379/12/22,3.64099E+14
3.64099E+14,,1376/11/27,3.64099E+14
3.64099E+14,,1377/01/01,3.64099E+14
3.64099E+14,,1377/10/27,3.64099E+14
3.64099E+14,,1378/08/20,3.64099E+14
3.64099E+14,,1379/10/07,3.64099E+14
3.64099E+14,,1377/11/30,3.64099E+14
3.64099E+14,,1376/09/11,3.64099E+14
3.64099E+14,,1376/10/25,3.64099E+14
3.64099E+14,,1376/11/27,3.64099E+14
3.64099E+14,,1377/01/01,3.64099E+14
3.64099E+14,,1378/11/07,3.64099E+14
3.64099E+14,,1377/11/30,3.64099E+14
3.64099E+14,,1377/02/12,3.64099E+14
3.64099E+14,,1378/11/25,3.64099E+14
3.64099E+14,,1377/02/04,3.64099E+14
3.64099E+14,,1377/03/04,3.64099E+14
3.64099E+14,,1379/02/02,3.64099E+14
3.64099E+14,,1377/06/30,3.64099E+14
3.64099E+14,,1378/09/12,3.64099E+14
3.64099E+14,,1380/10/13,3.64099E+14
3.64099E+14,,1377/09/25,3.64099E+14
3.64099E+14,,1379/01/16,3.64099E+14
3.64099E+14,,1380/01/16,3.64099E+14
3.64099E+14,,1379/02/09,3.64099E+14
3.64099E+14,,1380/04/25,3.64099E+14
3.64099E+14,,1378/12/07,3.64099E+14
3.64099E+14,,1379/12/17,3.64099E+14
3.64099E+14,,1381/11/17,3.64099E+14
3.64099E+14,,1377/12/05,3.64099E+14
3.64099E+14,,1380/03/06,3.64099E+14
3.64099E+14,,1379/02/07,3.64099E+14
3.64099E+14,,1380/04/10,3.64099E+14
3.64099E+14,,1378/02/10,3.64099E+14
3.64099E+14,,1379/05/14,3.64099E+14
3.64099E+14,,1378/12/29,3.64099E+14
3.64099E+14,,1378/12/15,3.64099E+14
3.64099E+14,,1379/02/16,3.64099E+14
3.64099E+14,,1379/03/31,3.64099E+14
3.64099E+14,,1380/02/24,3.64099E+14
3.64099E+14,,1378/10/12,3.64099E+14
3.64099E+14,,1379/09/21,3.64099E+14
3.64099E+14,,1379/01/29,3.64099E+14
3.64099E+14,,1380/04/17,3.64099E+14
3.64099E+14,,1379/03/28,3.64099E+14
3.64099E+14,,1380/04/11,3.64099E+14
3.64099E+14,,1379/05/16,3.64099E+14
3.64099E+14,,1379/09/13,3.64099E+14
3.64099E+14,,1379/10/25,3.64099E+14
3.64099E+14,,1382/06/01,3.64099E+14
3.64099E+14,,1380/04/19,3.64099E+14
3.64099E+14,,1380/04/19,3.64099E+14
3.64099E+14,,1386/06/15,3.64099E+14
3.64099E+14,,1385/09/16,3.64099E+14
3.64099E+14,,1386/06/07,8.4E+14
3.64099E+14,,1386/06/03,8.4E+14
3.64099E+14,,1386/06/24,3.64099E+14
3.64099E+14,,1386/06/07,3.64099E+14
3.64099E+14,,1386/06/13,8.4E+14
3.64099E+14,,1390/03/25,8.4E+14
3.64099E+14,,1386/12/01,3.64099E+14
3.64099E+14,,1385/09/03,3.64099E+14
3.64099E+14,,1386/07/17,3.64099E+14
3.64099E+14,,1385/07/02,3.64099E+14
3.64099E+14,,1386/06/09,8.4E+14
3.64099E+14,,1385/07/22,3.64099E+14
3.64099E+14,,1385/07/25,3.64099E+14
3.64099E+14,,1386/06/09,8.4E+14
3.64099E+14,,1386/07/23,3.64099E+14
3.64099E+14,,1387/03/02,3.64099E+14
3.64099E+14,,1386/01/21,3.64099E+14
3.64099E+14,,1388/01/01,3.64099E+14
3.64099E+14,,1386/01/23,3.64099E+14
3.64099E+14,,1387/10/01,3.64099E+14
3.64099E+14,,1391/03/26,3.64099E+14
3.64099E+14,,1387/05/16,3.64099E+14
3.64099E+14,,1392/05/30,3.64099E+14
3.64099E+14,,1390/08/08,
3.64099E+14,,1387/05/14,3.64099E+14
3.64099E+14,,1387/04/25,3.64099E+14
3.64099E+14,,1387/04/01,3.64099E+14
3.64099E+14,,1386/05/07,8.4E+14
3.64099E+14,,1392/01/19,3.64099E+14
3.64099E+14,,1390/07/08,
3.64099E+14,,1387/09/01,3.64099E+14
3.64099E+14,,1390/06/05,
3.64099E+14,,1390/10/26,3.64099E+14
3.64099E+14,,1386/06/01,8.4E+14
3.64099E+14,,1388/06/09,3.64099E+14
3.64099E+14,,1390/05/22,
3.64099E+14,,1391/09/14,3.64099E+14
3.64099E+14,,1387/05/21,3.64099E+14
3.64099E+14,,1386/06/16,8.4E+14
3.64099E+14,,1386/07/20,1.24E+14
3.64099E+14,,1387/05/07,3.64099E+14
3.64099E+14,,1386/07/21,8.4E+14
3.64099E+14,,1390/06/16,
3.64099E+14,,1386/12/26,8.4E+14
3.64099E+14,,1390/03/10,8.4E+14
3.64099E+14,,1386/11/24,8.4E+14
3.64099E+14,,1388/01/01,3.64099E+14
3.64099E+14,,1387/04/21,1.24E+14
3.64099E+14,,1388/01/10,3.64099E+14
3.64099E+14,,1388/01/01,3.64099E+14
3.64099E+14,,1386/11/19,8.4E+14
3.64099E+14,,1391/10/25,3.64099E+14
3.64099E+14,,1393/02/18,3.64099E+14
3.64099E+14,,1387/02/27,3.64099E+14
3.64099E+14,,1387/04/01,8.4E+14
3.64099E+14,,1390/04/07,3.64099E+14
3.64099E+14,,1387/03/19,3.64099E+14
3.64099E+14,,1387/05/07,1.24E+14
3.64099E+14,,1390/03/16,8.4E+14
3.64099E+14,,1387/03/06,8.4E+14
3.64099E+14,,1390/09/15,3.64099E+14
3.64099E+14,,1393/07/29,3.64099E+14
3.64099E+14,,1391/08/02,8.4E+14
3.64099E+14,,1392/11/29,3.64099E+14
3.64099E+14,,1387/10/01,8.4E+14
3.64099E+14,,1392/05/10,3.64099E+14
3.64099E+14,,1391/12/05,3.64099E+14
3.64099E+14,,1390/11/15,8.4E+14
3.64099E+14,,1391/02/19,3.64099E+14
3.64099E+14,,1392/02/08,3.64099E+14
3.64099E+14,,1387/12/01,8.4E+14
3.64099E+14,,1392/10/23,3.64099E+14
3.64099E+14,,1391/04/12,3.64099E+14
3.64099E+14,,1392/03/20,3.64099E+14
3.64099E+14,,1392/06/18,3.64099E+14
3.64099E+14,,1393/07/23,3.64099E+14
3.64099E+14,,1392/12/19,3.64099E+14
3.64099E+14,,1391/01/18,3.64099E+14
3.64099E+14,,1390/06/05,
3.64099E+14,,1392/01/23,3.64099E+14
3.64099E+14,,1393/05/19,8.4E+14
3.64099E+14,,1391/03/10,1.24E+14
3.64099E+14,,1392/05/01,3.64099E+14
3.64099E+14,,1392/09/26,3.64099E+14
3.64099E+14,,1393/04/04,3.64099E+14
3.64099E+14,,1390/03/03,8.4E+14
3.64099E+14,,1390/02/05,8.4E+14
3.64099E+14,,1391/05/14,8.4E+14
3.64099E+14,,1392/11/14,8.4E+14
3.64099E+14,,1392/03/16,3.64099E+14
3.64099E+14,,1390/08/09,
3.64099E+14,,1391/12/28,3.64099E+14
3.64099E+14,,1391/09/11,3.64099E+14
3.64099E+14,,1392/11/10,8.4E+14
3.64099E+14,,1390/11/05,8.4E+14
3.64099E+14,,1391/12/01,3.64099E+14
3.64099E+14,,1390/08/06,
3.64099E+14,,1390/05/23,
3.64099E+14,,1393/01/16,8.4E+14
3.64099E+14,,1390/12/09,8.4E+14
3.64099E+14,,1390/07/08,
3.64099E+14,,1393/01/17,8.4E+14
3.64099E+14,,1392/10/18,3.64099E+14
3.64099E+14,,1391/02/12,3.64099E+14
3.64099E+14,,1391/09/12,8.4E+14
3.64099E+14,,1392/07/24,3.64099E+14
3.64099E+14,,1390/01/31,8.4E+14
3.64099E+14,,1391/04/26,8.4E+14
3.64099E+14,,1392/06/14,3.64099E+14
3.64099E+14,,1391/01/28,3.64099E+14
3.64099E+14,,1391/03/11,1.24E+14
3.64099E+14,,1391/06/25,8.4E+14
3.64099E+14,,1391/06/14,8.4E+14
3.64099E+14,,1392/02/08,8.4E+14
3.64099E+14,,1392/02/20,8.4E+14
3.64099E+14,,1392/02/10,8.4E+14
3.64099E+14,,1392/11/08,8.4E+14
3.64099E+14,,1392/10/02,3.64099E+14
3.64099E+14,,1393/02/30,8.4E+14
3.64099E+14,,1392/11/18,8.4E+14
3.64099E+14,,1393/01/10,8.4E+14
3.64099E+14,,1393/04/18,8.4E+14
3.64099E+14,,1393/03/16,3.64099E+14
3.64099E+14,,1393/02/30,8.4E+14
3.64099E+14,,1393/02/13,8.4E+14
3.64099E+14,,1393/03/09,8.4E+14
3.64099E+14,,1393/05/25,8.4E+14
3.64099E+14,,1393/06/21,3.64099E+14
3.64099E+14,,1399/01/08,8.40003E+14
3.64099E+14,,1398/07/03,0
3.64099E+14,,1398/08/03,0
3.64099E+14,,1398/09/03,0
3.64099E+14,,1398/10/03,0
3.64099E+14,,1398/11/03,0
3.64099E+14,,1398/12/03,0
3.64099E+14,,1399/01/03,8.40003E+14
3.64099E+14,,1399/02/03,8.40003E+14
3.64099E+14,,1399/03/03,8.40003E+14
3.64099E+14,,1399/03/18,8.40003E+14
3.64099E+14,,1399/06/12,8.40003E+14
3.64099E+14,,1400/05/24,8.40003E+14
3.64099E+14,,1401/03/18,8.40003E+14
3.64099E+14,,1401/04/18,8.40003E+14
3.64099E+14,,1401/05/18,8.40003E+14
3.64099E+14,,1401/06/18,8.40003E+14
3.64099E+14,,1398/03/21,8.40003E+14
3.64099E+14,,1399/01/01,8.40003E+14
3.64099E+14,,1399/01/04,8.40003E+14
3.64099E+14,,1399/11/24,8.40003E+14
3.64099E+14,,1399/12/24,8.40003E+14
3.64099E+14,,1400/01/24,8.40003E+14
3.64099E+14,,1400/02/24,8.40003E+14
3.64099E+14,,1400/03/24,8.40003E+14
3.64099E+14,,1400/04/24,8.40003E+14
3.64099E+14,,1400/05/24,8.40003E+14
3.64099E+14,,1400/06/23,8.40003E+14
3.64099E+14,,1398/06/29,0
3.64099E+14,,1398/07/29,8.40003E+14
3.64099E+14,,1398/08/29,8.40003E+14
3.64099E+14,,1399/12/18,8.40003E+14
3.64099E+14,,1399/01/22,8.40003E+14
3.64099E+14,,1399/02/22,8.40003E+14
3.64099E+14,,1399/03/22,8.40003E+14
3.64099E+14,,1399/04/22,8.40003E+14
3.64099E+14,,1399/05/22,8.40003E+14
3.64099E+14,,1399/06/22,8.40003E+14
3.64099E+14,,1399/07/22,8.40003E+14
3.64099E+14,,1399/08/22,8.40003E+14
3.64099E+14,,1399/09/22,8.40003E+14
3.64099E+14,,1399/10/22,8.40003E+14
3.64099E+14,,1399/11/22,8.40003E+14
3.64099E+14,,1399/12/22,8.40003E+14
3.64099E+14,,1400/01/22,8.40003E+14
3.64099E+14,,1400/02/23,8.40003E+14
3.64099E+14,,1400/03/22,8.40003E+14
3.64099E+14,,1398/09/15,8.40003E+14
3.64099E+14,,1398/10/15,8.40003E+14
3.64099E+14,,1398/11/15,8.40003E+14
3.64099E+14,,1398/06/25,8.40003E+14
3.64099E+14,,1399/06/19,8.40003E+14
3.64099E+14,,1400/08/06,8.40003E+14
3.64099E+14,,1401/05/19,8.40003E+14
3.64099E+14,,1401/06/19,8.40003E+14
3.64099E+14,,1401/07/19,8.40003E+14
3.64099E+14,,1401/08/19,8.40003E+14
3.64099E+14,,1398/05/23,8.40003E+14
3.64099E+14,,1399/06/17,8.40003E+14
3.64099E+14,,1400/05/15,8.4E+14
3.64099E+14,,1401/02/29,8.40003E+14
3.64099E+14,,1401/03/29,8.40003E+14
3.64099E+14,,1401/04/29,8.40003E+14
3.64099E+14,,1401/05/29,8.40003E+14
3.64099E+14,,1402/03/23,8.40003E+14
3.64099E+14,,1402/05/23,8.40003E+14
3.64099E+14,,1402/06/23,8.40003E+14
3.64099E+14,,1398/07/22,8.40003E+14
3.64099E+14,,1398/08/21,8.40003E+14
3.64099E+14,,1398/02/02,8.40003E+14
3.64099E+14,,1399/01/22,0
3.64099E+14,,1399/02/22,0
3.64099E+14,,1399/03/02,8.40003E+14
3.64099E+14,,1399/03/22,0
3.64099E+14,,1399/04/02,8.40003E+14
3.64099E+14,,1399/04/22,0
3.64099E+14,,1399/05/02,8.40003E+14
3.64099E+14,,1399/05/22,0
3.64099E+14,,1399/06/02,8.40003E+14
3.64099E+14,,1399/06/22,8.40003E+14
3.64099E+14,,1399/07/02,8.40003E+14
3.64099E+14,,1400/06/15,8.40003E+14
3.64099E+14,,1401/08/17,8.40003E+14
3.64099E+14,,1401/09/17,8.40003E+14
3.64099E+14,,1401/10/17,8.40003E+14
3.64099E+14,,1401/11/17,8.40003E+14
3.64099E+14,,1398/05/06,8.40003E+14
3.64099E+14,,1399/06/13,8.40003E+14
3.64099E+14,,1399/07/13,8.40003E+14
3.64099E+14,,1399/08/13,8.40003E+14
3.64099E+14,,1399/09/13,8.40003E+14
3.64099E+14,,1399/10/13,8.40003E+14
3.64099E+14,,1399/11/13,8.40003E+14
3.64099E+14,,1399/12/13,8.40003E+14
3.64099E+14,,1400/01/13,8.40003E+14
3.64099E+14,,1401/03/03,8.40003E+14
3.64099E+14,,1401/04/03,8.40003E+14
3.64099E+14,,1401/05/03,8.40003E+14
3.64099E+14,,1401/06/03,8.40003E+14
3.64099E+14,,1398/10/05,0
3.64099E+14,,1398/11/05,0
3.64099E+14,,1398/12/05,0
3.64099E+14,,1399/01/05,0
3.64099E+14,,1399/02/05,0
3.64099E+14,,1399/03/05,0
3.64099E+14,,1399/04/05,8.40003E+14
3.64099E+14,,1400/05/15,8.40003E+14
3.64099E+14,,1397/06/10,8.40003E+14
3.64099E+14,,1399/01/01,8.40003E+14
3.64099E+14,,1398/02/09,8.40003E+14
3.64099E+14,,1398/12/29,0
3.64099E+14,,1399/01/29,0
3.64099E+14,,1399/02/29,8.40003E+14
3.64099E+14,,1399/03/15,0
3.64099E+14,,1399/04/15,0
3.64099E+14,,1399/05/15,0
3.64099E+14,,1399/06/15,0
3.64099E+14,,1399/07/15,8.40003E+14
3.64099E+14,,1399/08/15,8.40003E+14
3.64099E+14,,1400/07/25,0
3.64099E+14,,1400/08/25,0
3.64099E+14,,1400/09/25,8.40003E+14
3.64099E+14,,1398/01/28,8.40003E+14
3.64099E+14,,1399/08/05,8.40003E+14
3.64099E+14,,1399/09/05,8.40003E+14
3.64099E+14,,1399/10/05,8.40003E+14
3.64099E+14,,1400/10/17,8.40003E+14
3.64099E+14,,1400/11/17,8.40003E+14
3.64099E+14,,1400/12/17,8.40003E+14
3.64099E+14,,1401/01/17,8.40003E+14
3.64099E+14,,1398/06/04,8.40003E+14
3.64099E+14,,1399/09/16,8.40003E+14
3.64099E+14,,1400/10/12,8.40003E+14
3.64099E+14,,1399/03/01,8.40003E+14
3.64099E+14,,1399/05/10,8.40003E+14
3.64099E+14,,1400/05/05,0
3.64099E+14,,1400/06/05,0
3.64099E+14,,1400/07/05,0
3.64099E+14,,1400/08/05,0
3.64099E+14,,1400/09/05,0
3.64099E+14,,1400/10/05,0
3.64099E+14,,1400/11/05,0
3.64099E+14,,1400/12/05,8.40003E+14
3.64099E+14,,1401/10/11,8.40003E+14
3.64099E+14,,1401/11/11,8.40003E+14
3.64099E+14,,1401/12/11,8.40003E+14
3.64099E+14,,1402/01/11,8.40003E+14
3.64099E+14,,1398/05/28,8.40003E+14
3.64099E+14,,1398/05/06,8.40003E+14
3.64099E+14,,1399/09/17,8.40003E+14
3.64099E+14,,1399/10/17,8.40003E+14
3.64099E+14,,1400/11/12,8.40003E+14
3.64099E+14,,1402/01/31,8.40003E+14
3.64099E+14,,1402/02/31,8.40003E+14
3.64099E+14,,1402/03/31,8.40003E+14
3.64099E+14,,1402/04/31,8.40003E+14
3.64099E+14,,1398/04/31,8.40003E+14
3.64099E+14,,1399/07/06,8.40003E+14
3.64099E+14,,1400/07/01,8.40003E+14
3.64099E+14,,1401/04/17,8.40003E+14
3.64099E+14,,1401/05/17,8.40003E+14
3.64099E+14,,1401/06/17,8.40003E+14
3.64099E+14,,1401/07/17,8.40003E+14
3.64099E+14,,1398/04/26,8.40003E+14
3.64099E+14,,1399/04/19,8.40003E+14
3.64099E+14,,1400/05/06,8.4E+14
3.64099E+14,,1401/10/12,8.40003E+14
3.64099E+14,,1401/11/12,8.40003E+14
3.64099E+14,,1401/12/12,8.40003E+14
3.64099E+14,,1402/01/12,8.40003E+14
3.64099E+14,,1399/03/20,8.40003E+14
3.64099E+14,,1398/05/10,0
3.64099E+14,,1398/06/05,8.40003E+14
3.64099E+14,,1399/07/07,1.24E+14
3.64099E+14,,1400/07/19,0
3.64099E+14,,1400/08/19,0
3.64099E+14,,1400/09/19,0
3.64099E+14,,1400/10/19,8.40003E+14
3.64099E+14,,1401/09/26,8.40003E+14
3.64099E+14,,1401/10/26,8.40003E+14
3.64099E+14,,1401/11/26,8.40003E+14
3.64099E+14,,1401/12/26,8.40003E+14
3.64099E+14,,1398/06/15,8.40003E+14
3.64099E+14,,1399/06/07,8.40003E+14
3.64099E+14,,1400/05/20,8.40003E+14
3.64099E+14,,1401/04/03,8.40003E+14
3.64099E+14,,1401/05/03,8.40003E+14
3.64099E+14,,1401/06/03,8.40003E+14
3.64099E+14,,1401/07/03,8.40003E+14
3.64099E+14,,1402/06/07,0
3.64099E+14,,1402/07/07,0
3.64099E+14,,1402/08/07,0
3.64099E+14,,1402/09/07,0
